casetas,tramo_que_cobra,tipo_vehiculo,costo
Mesillas,Santa LucÃ­a-MazatlÃ¡n (Villa UniÃ³n),motos,92.0
Mesillas,Santa LucÃ­a-La Concordia,motos,69.0
Mesillas,La Concordia-MazatlÃ¡n (Villa UniÃ³n),motos,23.0
El Zacatal,Zacatal-Ciudad del Carmen,motos,50.0
Tlalpan,Mexico - Cuernavaca,motos,68.0
Alpuyeca,Cuernavaca-Alpuyeca,motos,31.0
Paso Morelos,Pte de Ixtla-Chilpancingo,motos,94.0
Paso Morelos,Pte de Ixtla-Paso Morelos,motos,36.0
Paso Morelos,Paso Morelos-Chilpancingo,motos,57.0
Palo Blanco,Chilpancingo-Tierra Colorada,motos,86.0
La Venta,Tierra Colorada-Acapulco,motos,77.0
Xochitepec,Cuernavaca-Xochitepec,motos,14.0
Aeropuerto,Cuernavaca-Aeropuerto,motos,7.0
Aeropuerto,Aeropuerto-Cuernavaca,motos,7.0
Emiliano Zapata,Cuernavaca-Central de Abastos,motos,5.0
Tampico,Ent Cd Valles-Ent Altamira,motos,17.0
Tampico,Ent Cd Valles-Loma Real,motos,8.0
Tampico,Loma Real-Ent Altamira,motos,9.0
Cuitlahuac,Cordoba-La Tinaja,motos,65.0
Cuitlahuac,Cordoba-Cuitlahuac,motos,23.0
Cuitlahuac,Cuitlahuac-La Tinaja,motos,45.0
Paso del Toro,La Tinaja-Veracruz,motos,62.0
Paso del Toro,La Tinaja-Paso del Toro,motos,50.0
Paso del Toro,Paso del Toro-Veracruz,motos,10.0
Cosamaloapan,La Tinaja-Isla,motos,131.0
Cosamaloapan,La Tinaja-Cosamaloapan,motos,108.0
Cosamaloapan,Cosamaloapan-Isla,motos,22.0
Sayula,Isla-Cosoleacaque,motos,121.0
Sayula,Isla-Acayucan,motos,79.0
Sayula,Acayucan-Cosoleacaque,motos,45.0
Chichimequillas,Ent. Aut. Mex. Qro.-Ent. Qro. Slp,motos,29.0
Seybaplaya,Champoton-Campeche,motos,44.0
Seybaplaya,Villa Madero-Seybaplaya,motos,18.0
Seybaplaya,Seybaplaya-Campeche,motos,27.0
La Carbonera (Ojo Caliente),Libramiento Oriente Saltillo,motos,24.0
Los Chorros,La Carbonera-Puerto Mexico,motos,37.0
Huachichil,Ent. Huachichil-Ent. Tramo Los Chorros,motos,28.0
Estacion Don (La Jaula),Estacion Don-Navojoa,motos,51.0
Fundicion,Navojoa-Cd Obregon,motos,51.0
"Tres Marias ""A""",Tres Marias-Cuernavaca,motos,25.0
Esperanza,Cd Obregon-Guaymas,motos,51.0
Libramiento de Cd. Obregon (Lico),Libramiento de Cd. Obregon (Lico),motos,47.0
Guaymas,Libramiento Guaymas,motos,21.0
Hermosillo,Hermosillo-Magdalena,motos,51.0
Magdalena,Libramiento Magdalena,motos,16.0
Bermejillo,Gomez Palacio-Est Banderas,motos,72.0
Ceballos,Est Banderas-Corralitos,motos,83.0
Plan de Ayala,Loma Bonita-Plan de Ayala,motos,79.0
La Cuchilla,Matamoros-La Cuchilla,motos,45.0
Sanchez Magallanes (Aguadulce ),Agua Dulce-Cardenas,motos,47.0
Sanchez Magallanes (Aguadulce ),Agua Dulce-Entronque Magallanes,motos,22.0
Sanchez Magallanes (Aguadulce ),Entronque Magallanes-Cardenas,motos,23.0
Totomoxtle,Totomoxtle-Ent. el Pital,motos,27.0
Las Choapas,Ent. Las Choapas-Ent. Nuevo Sacrificio,motos,47.0
Las Choapas,Ent. Las Choapas-Ent. Las Choapas Ii,motos,15.0
Las Choapas,Las Choapas Ii-Ent.Nuevo Sacrificio,motos,34.0
Malpasito,Ent. Nuevo Sacrificio-Ent. Raudales,motos,47.0
Malpasito,Ent. Nuevo Sacrificio-Malpasito,motos,26.0
Malpasito,Malpasito-Raudales,motos,21.0
Ocozocoautla (Ocuilapa),Ent. Raudales-Ent. Ocozocoautla,motos,47.0
Villagran,Villagran-Salamanca,motos,18.0
Ing. Francisco Velasco DurÃ¡n,Cuernavaca-Pte de Ixtla,motos,43.0
Alpuyeca,Alpuyeca-Pte de Ixtla,motos,14.0
Cerro Gordo,Celaya-Ent. Cerro Gordo,motos,27.0
Cerro Gordo,Ent. Cerro Gordo-Irapuato,motos,24.0
Cerro Gordo,Ent. Cerro Gordo-Salamanca,motos,7.0
San Marcos Bis,Mexico-Circuito Exterior Mexiquense,motos,13.0
Nodo Popotla,La Mision-Corredor 2000,motos,20.0
Lagos de Moreno,Lagos de Moreno - Villa de Arriaga,motos,65.0
Ozumba,Amecameca - Nepantla,motos,30.0
Aeropuerto Los Cabos,San Jose del Cabo-Aeropuerto Los Cabos,motos,23.0
Aeropuerto Los Cabos,Cabo San Lucas-Aeropuerto Los Cabos,motos,53.0
Aeropuerto Los Cabos,El Mangle-Aeropuerto Los Cabos,motos,57.0
San Lucas,Aeropuerto Los Cabos-Cabo San Lucas,motos,53.0
San Lucas,San Jose del Cabo-Cabo San Lucas,motos,41.0
San Lucas,El Mangle-Cabo San Lucas,motos,24.0
El Mangle,Aeropuerto Los Cabos-El Mangle,motos,57.0
El Mangle,San JosÃ© del Cabo-El Mangle,motos,44.0
El Mangle,Cabo San Lucas-El Mangle,motos,24.0
Apaseo,Celaya-Apaseo,motos,22.0
Tepoztlan,La Pera - Oaxtepec,motos,30.0
Oacalco,Oaxtepec - Cuautla,motos,19.0
Amozoc,Puebla-Acatzingo,motos,42.0
Amozoc,Puebla-Amozoc,motos,21.0
Amozoc-Perote,Puebla-Ent. Amozoc-Perote,motos,7.0
Esperanza,Acatzingo-Cd Mendoza,motos,80.0
Esperanza,Acatzingo-Esperanza,motos,42.0
Esperanza,Esperanza-Cd. Mendoza,motos,42.0
Iguala,Puente de Ixtla-Iguala,motos,50.0
Playas de Tijuana,Tijuana-Rosarito,motos,22.0
Rosarito,Rosarito-La Mision,motos,22.0
Ensenada,La Mision-Ensenada,motos,24.0
Tepotzotlan,Tepalcapa - Tepeji,motos,51.0
Salamanca,Celaya-Irapuato,motos,48.0
Salamanca,Celaya-Salamanca,motos,33.0
Salamanca,Salamanca-Irapuato,motos,16.0
Fortin,Cd. Mendoza - Cordoba,motos,19.0
Fortin,Cd. Mendoza - Fortin,motos,8.0
Palmillas,Tepeji-Palmillas,motos,51.0
Zacapalco,Zacapalco-Rancho Viejo,motos,20.0
Taxco,Rancho Viejo-Taxco,motos,9.0
Queretaro,Queretaro-Celaya,motos,48.0
Queretaro Bis,Queretaro-Ent. Lib Suroeste de Qro,motos,5.0
Queretaro Bis,Ent. Lib Suroeste de Qro-Celaya,motos,45.0
Jorobas,Jorobas-Tepeji,motos,34.0
Jorobas,Circuito Exterior Mexiquense,motos,34.0
San Marcos,Mexico-San Martin Texmelucan,motos,78.0
Polotitlan,Tepeji-Polotitlan,motos,46.0
Chalco,Mexico-Chalco,motos,12.0
Tehuacan,Cuacnopalan-Tehuacan,motos,26.0
Miahuatlan,Tehuacan-Miahuatlan,motos,18.0
Suchixtlahuaca,Miahuatlan-Nochixtlan,motos,44.0
Suchixtlahuaca,Miahuatlan-Coixtlahuaca,motos,21.0
Huitzo,Nochixtlan-Oaxaca,motos,51.0
Huitzo,Nochixtlan-Huitzo,motos,44.0
Huitzo,Huitzo-Oaxaca,motos,16.0
Huitzo,Huitzo-Nochixtlan,motos,44.0
San Martin a Puebla,San Martin Texmelucan-Puebla,motos,24.0
El Hongo,La Rumorosa-Tecate,motos,48.0
El Hongo,El Hongo-Tecate,motos,22.0
El Hongo,La Rumorosa-El Hongo,motos,22.0
San Jose del Cabo,Aeropuerto Los Cabos-San Jose del Cabo,motos,23.0
San Jose del Cabo,Cabo San Lucas-San JosÃ© del Cabo,motos,41.0
San Jose del Cabo,El Mangle-San JosÃ© del Cabo,motos,44.0
Tehuantepec,Salina Cruz-Tehuantepec,motos,22.0
Ixtepec,Tehuantepec- la Ventosa,motos,44.0
Ixtepec,Tehuantepec- Ixtepec,motos,22.0
Ixtepec,Ixtepec - la Ventosa,motos,22.0
Durango,Libramiento de Durango-Ent. Otinapa,motos,38.0
Llano Grande,Ent. Otinapa-Ent. Piloncillo,motos,57.0
Coscomate,Ent. Piloncillo-Santa Lucia,motos,180.0
Mesillas,Santa LucÃ­a-MazatlÃ¡n (Villa UniÃ³n),motos,95.0
Mesillas,Santa LucÃ­a-La Concordia,motos,71.0
Mesillas,La Concordia-MazatlÃ¡n (Villa UniÃ³n),motos,23.0
El Zacatal,Zacatal-Ciudad del Carmen,motos,51.0
Tlalpan,Mexico - Cuernavaca,motos,74.0
Alpuyeca,Cuernavaca-Alpuyeca,motos,32.0
Paso Morelos,Pte de Ixtla-Chilpancingo,motos,100.0
Paso Morelos,Pte de Ixtla-Paso Morelos,motos,38.0
Paso Morelos,Paso Morelos-Chilpancingo,motos,60.0
Palo Blanco,Chilpancingo-Tierra Colorada,motos,91.0
La Venta,Tierra Colorada-Acapulco,motos,81.0
Xochitepec,Cuernavaca-Xochitepec,motos,16.0
Aeropuerto,Cuernavaca-Aeropuerto,motos,7.0
Aeropuerto,Aeropuerto-Cuernavaca,motos,7.0
Emiliano Zapata,Cuernavaca-Central de Abastos,motos,5.0
Tampico,Ent Cd Valles-Ent Altamira,motos,18.0
Tampico,Ent Cd Valles-Loma Real,motos,8.0
Tampico,Loma Real-Ent Altamira,motos,9.0
Cuitlahuac,Cordoba-La Tinaja,motos,70.0
Cuitlahuac,Cordoba-Cuitlahuac,motos,24.0
Cuitlahuac,Cuitlahuac-La Tinaja,motos,48.0
Paso del Toro,La Tinaja-Veracruz,motos,65.0
Paso del Toro,La Tinaja-Paso del Toro,motos,53.0
Paso del Toro,Paso del Toro-Veracruz,motos,10.0
Cosamaloapan,La Tinaja-Isla,motos,138.0
Cosamaloapan,La Tinaja-Cosamaloapan,motos,114.0
Cosamaloapan,Cosamaloapan-Isla,motos,23.0
Sayula,Isla-Cosoleacaque,motos,129.0
Sayula,Isla-Acayucan,motos,83.0
Sayula,Acayucan-Cosoleacaque,motos,48.0
Chichimequillas,Ent. Aut. Mex. Qro.-Ent. Qro. Slp,motos,31.0
Seybaplaya,Champoton-Campeche,motos,47.0
Seybaplaya,Villa Madero-Seybaplaya,motos,20.0
Seybaplaya,Seybaplaya-Campeche,motos,29.0
La Carbonera (Ojo Caliente),Libramiento Oriente Saltillo,motos,25.0
Los Chorros,La Carbonera-Puerto Mexico,motos,39.0
Huachichil,Ent. Huachichil-Ent. Tramo Los Chorros,motos,29.0
Estacion Don (La Jaula),Estacion Don-Navojoa,motos,54.0
Fundicion,Navojoa-Cd Obregon,motos,54.0
"Tres Marias ""A""",Tres Marias-Cuernavaca,motos,27.0
Esperanza,Cd Obregon-Guaymas,motos,54.0
Libramiento de Cd. Obregon (Lico),Libramiento de Cd. Obregon (Lico),motos,50.0
Guaymas,Libramiento Guaymas,motos,23.0
Hermosillo,Hermosillo-Magdalena,motos,54.0
Magdalena,Libramiento Magdalena,motos,18.0
Bermejillo,Gomez Palacio-Est Banderas,motos,77.0
Ceballos,Est Banderas-Corralitos,motos,87.0
Plan de Ayala,Loma Bonita-Plan de Ayala,motos,84.0
La Cuchilla,Matamoros-La Cuchilla,motos,48.0
Sanchez Magallanes (Aguadulce ),Agua Dulce-Cardenas,motos,50.0
Sanchez Magallanes (Aguadulce ),Agua Dulce-Entronque Magallanes,motos,23.0
Sanchez Magallanes (Aguadulce ),Entronque Magallanes-Cardenas,motos,24.0
Totomoxtle,Totomoxtle-Ent. el Pital,motos,28.0
Las Choapas,Ent. Las Choapas-Ent. Nuevo Sacrificio,motos,50.0
Las Choapas,Ent. Las Choapas-Ent. Las Choapas Ii,motos,16.0
Las Choapas,Las Choapas Ii-Ent.Nuevo Sacrificio,motos,35.0
Malpasito,Ent. Nuevo Sacrificio-Ent. Raudales,motos,50.0
Malpasito,Ent. Nuevo Sacrificio-Malpasito,motos,27.0
Malpasito,Malpasito-Raudales,motos,23.0
Ocozocoautla (Ocuilapa),Ent. Raudales-Ent. Ocozocoautla,motos,50.0
Villagran,Villagran-Salamanca,motos,20.0
Ing. Francisco Velasco DurÃ¡n,Cuernavaca-Pte de Ixtla,motos,47.0
Alpuyeca,Alpuyeca-Pte de Ixtla,motos,15.0
Cerro Gordo,Celaya-Ent. Cerro Gordo,motos,29.0
Cerro Gordo,Ent. Cerro Gordo-Irapuato,motos,25.0
Cerro Gordo,Ent. Cerro Gordo-Salamanca,motos,7.0
San Marcos Bis,Mexico-Circuito Exterior Mexiquense,motos,14.0
Nodo Popotla,La Mision-Corredor 2000,motos,21.0
Lagos de Moreno,Lagos de Moreno - Villa de Arriaga,motos,70.0
Ozumba,Amecameca - Nepantla,motos,31.0
Aeropuerto Los Cabos,San Jose del Cabo-Aeropuerto Los Cabos,motos,24.0
Aeropuerto Los Cabos,Cabo San Lucas-Aeropuerto Los Cabos,motos,56.0
Aeropuerto Los Cabos,El Mangle-Aeropuerto Los Cabos,motos,60.0
San Lucas,Aeropuerto Los Cabos-Cabo San Lucas,motos,56.0
San Lucas,San Jose del Cabo-Cabo San Lucas,motos,44.0
San Lucas,El Mangle-Cabo San Lucas,motos,25.0
El Mangle,Aeropuerto Los Cabos-El Mangle,motos,60.0
El Mangle,San JosÃ© del Cabo-El Mangle,motos,47.0
El Mangle,Cabo San Lucas-El Mangle,motos,25.0
Apaseo,Celaya-Apaseo,motos,23.0
Tepoztlan,La Pera - Oaxtepec,motos,31.0
Oacalco,Oaxtepec - Cuautla,motos,19.0
Amozoc,Puebla-Acatzingo,motos,45.0
Amozoc,Puebla-Amozoc,motos,23.0
Amozoc-Perote,Puebla-Ent. Amozoc-Perote,motos,7.0
Esperanza,Acatzingo-Cd Mendoza,motos,85.0
Esperanza,Acatzingo-Esperanza,motos,45.0
Esperanza,Esperanza-Cd. Mendoza,motos,45.0
Iguala,Puente de Ixtla-Iguala,motos,53.0
Playas de Tijuana,Tijuana-Rosarito,motos,23.0
Rosarito,Rosarito-La Mision,motos,23.0
Ensenada,La Mision-Ensenada,motos,25.0
Tepotzotlan,Tepalcapa - Tepeji,motos,54.0
Salamanca,Celaya-Irapuato,motos,51.0
Salamanca,Celaya-Salamanca,motos,35.0
Salamanca,Salamanca-Irapuato,motos,18.0
Fortin,Cd. Mendoza - Cordoba,motos,20.0
Fortin,Cd. Mendoza - Fortin,motos,8.0
Palmillas,Tepeji-Palmillas,motos,54.0
Zacapalco,Zacapalco-Rancho Viejo,motos,22.0
Taxco,Rancho Viejo-Taxco,motos,9.0
Queretaro,Queretaro-Celaya,motos,51.0
Queretaro Bis,Queretaro-Ent. Lib Suroeste de Qro,motos,7.0
Queretaro Bis,Ent. Lib Suroeste de Qro-Celaya,motos,48.0
Jorobas,Jorobas-Tepeji,motos,35.0
Jorobas,Circuito Exterior Mexiquense,motos,35.0
San Marcos,Mexico-San Martin Texmelucan,motos,82.0
Polotitlan,Tepeji-Polotitlan,motos,49.0
Chalco,Mexico-Chalco,motos,12.0
Tehuacan,Cuacnopalan-Tehuacan,motos,27.0
Miahuatlan,Tehuacan-Miahuatlan,motos,20.0
Suchixtlahuaca,Miahuatlan-Nochixtlan,motos,47.0
Suchixtlahuaca,Miahuatlan-Coixtlahuaca,motos,23.0
Huitzo,Nochixtlan-Oaxaca,motos,54.0
Huitzo,Nochixtlan-Huitzo,motos,47.0
Huitzo,Huitzo-Oaxaca,motos,18.0
Huitzo,Huitzo-Nochixtlan,motos,47.0
San Martin a Puebla,San Martin Texmelucan-Puebla,motos,25.0
El Hongo,La Rumorosa-Tecate,motos,51.0
El Hongo,El Hongo-Tecate,motos,23.0
El Hongo,La Rumorosa-El Hongo,motos,23.0
San Jose del Cabo,Aeropuerto Los Cabos-San Jose del Cabo,motos,24.0
San Jose del Cabo,Cabo San Lucas-San JosÃ© del Cabo,motos,44.0
San Jose del Cabo,El Mangle-San JosÃ© del Cabo,motos,47.0
Tehuantepec,Salina Cruz-Tehuantepec,motos,23.0
Ixtepec,Tehuantepec- la Ventosa,motos,47.0
Ixtepec,Tehuantepec- Ixtepec,motos,23.0
Ixtepec,Ixtepec - la Ventosa,motos,23.0
Durango,Libramiento de Durango-Ent. Otinapa,motos,40.0
Llano Grande,Ent. Otinapa-Ent. Piloncillo,motos,60.0
Coscomate,Ent. Piloncillo-Santa Lucia,motos,191.0
Mesillas,Santa LucÃ­a-MazatlÃ¡n (Villa UniÃ³n),motos,101.0
Mesillas,Santa LucÃ­a-La Concordia,motos,75.0
Mesillas,La Concordia-MazatlÃ¡n (Villa UniÃ³n),motos,25.0
La Calera,Ent. San Juan - Ent. la Pitahaya,motos,61.0
La Calera,Ent. la Pitahaya - Ent. la Calera,motos,26.0
La Calera,Ent. San Juan - Ent. la Calera,motos,35.0
El Zacatal,Zacatal-Ciudad del Carmen,motos,54.0
Tlalpan,Mexico - Cuernavaca,autos,74.0
Alpuyeca,Cuernavaca-Alpuyeca,autos,44.0
Paso Morelos,Pte de Ixtla-Chilpancingo,autos,101.0
Paso Morelos,Pte de Ixtla-Paso Morelos,autos,53.0
Paso Morelos,Paso Morelos-Chilpancingo,autos,82.0
Palo Blanco,Chilpancingo-Tierra Colorada,autos,93.0
La Venta,Tierra Colorada-Acapulco,autos,82.0
Xochitepec,Cuernavaca-Xochitepec,autos,21.0
Aeropuerto,Cuernavaca-Aeropuerto,autos,11.0
Aeropuerto,Aeropuerto-Cuernavaca,autos,11.0
Emiliano Zapata,Cuernavaca-Central de Abastos,autos,7.0
Tampico,Ent Cd Valles-Ent Altamira,autos,26.0
Tampico,Ent Cd Valles-Loma Real,autos,13.0
Tampico,Loma Real-Ent Altamira,autos,14.0
Cuitlahuac,Cordoba-La Tinaja,autos,92.0
Cuitlahuac,Cordoba-Cuitlahuac,autos,32.0
Cuitlahuac,Cuitlahuac-La Tinaja,autos,61.0
Paso del Toro,La Tinaja-Veracruz,autos,87.0
Paso del Toro,La Tinaja-Paso del Toro,autos,70.0
Paso del Toro,Paso del Toro-Veracruz,autos,15.0
Cosamaloapan,La Tinaja-Isla,autos,183.0
Cosamaloapan,La Tinaja-Cosamaloapan,autos,151.0
Cosamaloapan,Cosamaloapan-Isla,autos,32.0
Sayula,Isla-Cosoleacaque,autos,168.0
Sayula,Isla-Acayucan,autos,109.0
Sayula,Acayucan-Cosoleacaque,autos,61.0
Chichimequillas,Ent. Aut. Mex. Qro.-Ent. Qro. Slp,autos,42.0
Seybaplaya,Champoton-Campeche,autos,63.0
Seybaplaya,Villa Madero-Seybaplaya,autos,26.0
Seybaplaya,Seybaplaya-Campeche,autos,38.0
La Carbonera (Ojo Caliente),Libramiento Oriente Saltillo,autos,36.0
Los Chorros,La Carbonera-Puerto Mexico,autos,56.0
Huachichil,Ent. Huachichil-Ent. Tramo Los Chorros,autos,38.0
Estacion Don (La Jaula),Estacion Don-Navojoa,autos,71.0
Fundicion,Navojoa-Cd Obregon,autos,71.0
"Tres Marias ""A""",Tres Marias-Cuernavaca,autos,36.0
Esperanza,Cd Obregon-Guaymas,autos,71.0
Guaymas,Libramiento Guaymas,autos,31.0
Hermosillo,Hermosillo-Magdalena,autos,71.0
Magdalena,Libramiento Magdalena,autos,25.0
Bermejillo,Gomez Palacio-Est Banderas,autos,107.0
Ceballos,Est Banderas-Corralitos,autos,123.0
Plan de Ayala,Loma Bonita-Plan de Ayala,autos,118.0
La Cuchilla,Matamoros-La Cuchilla,autos,66.0
Sanchez Magallanes (Aguadulce ),Agua Dulce-Cardenas,autos,65.0
Sanchez Magallanes (Aguadulce ),Agua Dulce-Entronque Magallanes,autos,32.0
Sanchez Magallanes (Aguadulce ),Entronque Magallanes-Cardenas,autos,32.0
Totomoxtle,Totomoxtle-Ent. el Pital,autos,37.0
Las Choapas,Ent. Las Choapas-Ent. Nuevo Sacrificio,autos,65.0
Las Choapas,Ent. Las Choapas-Ent. Las Choapas Ii,autos,21.0
Las Choapas,Las Choapas Ii-Ent.Nuevo Sacrificio,autos,48.0
Malpasito,Ent. Nuevo Sacrificio-Ent. Raudales,autos,65.0
Malpasito,Ent. Nuevo Sacrificio-Malpasito,autos,35.0
Malpasito,Malpasito-Raudales,autos,30.0
Ocozocoautla (Ocuilapa),Ent. Raudales-Ent. Ocozocoautla,autos,65.0
Villagran,Villagran-Salamanca,autos,26.0
Ing. Francisco Velasco DurÃ¡n,Cuernavaca-Pte de Ixtla,autos,48.0
Alpuyeca,Alpuyeca-Pte de Ixtla,autos,21.0
Cerro Gordo,Celaya-Ent. Cerro Gordo,autos,38.0
Cerro Gordo,Ent. Cerro Gordo-Irapuato,autos,33.0
Cerro Gordo,Ent. Cerro Gordo-Salamanca,autos,11.0
San Marcos Bis,Mexico-Circuito Exterior Mexiquense,autos,16.0
Nodo Popotla,La Mision-Corredor 2000,autos,28.0
Lagos de Moreno,Lagos de Moreno - Villa de Arriaga,autos,95.0
Ozumba,Amecameca - Nepantla,autos,42.0
Aeropuerto Los Cabos,San Jose del Cabo-Aeropuerto Los Cabos,autos,32.0
Aeropuerto Los Cabos,Cabo San Lucas-Aeropuerto Los Cabos,autos,65.0
Aeropuerto Los Cabos,El Mangle-Aeropuerto Los Cabos,autos,70.0
San Lucas,Aeropuerto Los Cabos-Cabo San Lucas,autos,65.0
San Lucas,San Jose del Cabo-Cabo San Lucas,autos,50.0
San Lucas,El Mangle-Cabo San Lucas,autos,32.0
El Mangle,Aeropuerto Los Cabos-El Mangle,autos,70.0
El Mangle,San JosÃ© del Cabo-El Mangle,autos,55.0
El Mangle,Cabo San Lucas-El Mangle,autos,32.0
Apaseo,Celaya-Apaseo,autos,35.0
Tepoztlan,La Pera - Oaxtepec,autos,27.0
Oacalco,Oaxtepec - Cuautla,autos,27.0
Amozoc,Puebla-Acatzingo,autos,58.0
Amozoc,Puebla-Amozoc,autos,31.0
Amozoc-Perote,Puebla-Ent. Amozoc-Perote,autos,11.0
Esperanza,Acatzingo-Cd Mendoza,autos,116.0
Esperanza,Acatzingo-Esperanza,autos,58.0
Iguala,Puente de Ixtla-Iguala,autos,70.0
Playas de Tijuana,Tijuana-Rosarito,autos,32.0
Rosarito,Rosarito-La Mision,autos,32.0
Ensenada,La Mision-Ensenada,autos,34.0
Tepotzotlan,Tepalcapa - Tepeji,autos,74.0
Salamanca,Celaya-Irapuato,autos,68.0
Salamanca,Celaya-Salamanca,autos,47.0
Salamanca,Salamanca-Irapuato,autos,25.0
Fortin,Cd. Mendoza - Cordoba,autos,26.0
Fortin,Cd. Mendoza - Fortin,autos,11.0
Palmillas,Tepeji-Palmillas,autos,74.0
Zacapalco,Zacapalco-Rancho Viejo,autos,28.0
Taxco,Rancho Viejo-Taxco,autos,14.0
Queretaro,Queretaro-Celaya,autos,68.0
Queretaro Bis,Queretaro-Ent. Lib Suroeste de Qro,autos,7.0
Queretaro Bis,Ent. Lib Suroeste de Qro-Celaya,autos,61.0
Jorobas,Jorobas-Tepeji,autos,47.0
Jorobas,Circuito Exterior Mexiquense,autos,47.0
San Marcos,Mexico-San Martin Texmelucan,autos,108.0
Polotitlan,Tepeji-Polotitlan,autos,64.0
Chalco,Mexico-Chalco,autos,16.0
Tehuacan,Cuacnopalan-Tehuacan,autos,37.0
Miahuatlan,Tehuacan-Miahuatlan,autos,26.0
Suchixtlahuaca,Miahuatlan-Nochixtlan,autos,63.0
Suchixtlahuaca,Miahuatlan-Coixtlahuaca,autos,31.0
Huitzo,Nochixtlan-Oaxaca,autos,74.0
Huitzo,Nochixtlan-Huitzo,autos,60.0
Huitzo,Huitzo-Oaxaca,autos,25.0
Huitzo,Huitzo-Nochixtlan,autos,60.0
San Martin a Puebla,San Martin Texmelucan-Puebla,autos,33.0
El Hongo,La Rumorosa-Tecate,autos,67.0
El Hongo,El Hongo-Tecate,autos,32.0
El Hongo,La Rumorosa-El Hongo,autos,32.0
San Jose del Cabo,Aeropuerto Los Cabos-San Jose del Cabo,autos,32.0
San Jose del Cabo,Cabo San Lucas-San JosÃ© del Cabo,autos,50.0
San Jose del Cabo,El Mangle-San JosÃ© del Cabo,autos,55.0
Tehuantepec,Salina Cruz-Tehuantepec,autos,32.0
Ixtepec,Tehuantepec- la Ventosa,autos,63.0
Ixtepec,Tehuantepec- Ixtepec,autos,32.0
Ixtepec,Ixtepec - la Ventosa,autos,32.0
Durango,Libramiento de Durango-Ent. Otinapa,autos,58.0
Llano Grande,Ent. Otinapa-Ent. Piloncillo,autos,82.0
Coscomate,Ent. Piloncillo-Santa Lucia,autos,259.0
Mesillas,Santa LucÃ­a-MazatlÃ¡n (Villa UniÃ³n),autos,137.0
Mesillas,Santa LucÃ­a-La Concordia,autos,102.0
Mesillas,La Concordia-MazatlÃ¡n (Villa UniÃ³n),autos,34.0
Chamapa,Chamapa-Lecheria,autos,44.0
Chamapa,Chamapa-Ent. San Miguel,autos,38.0
Chamapa,Chamapa-Lago de Guadalupe,autos,38.0
Chamapa,Chamapa-Atizapan,autos,31.0
Chamapa,Chamapa-Madin,autos,21.0
Chamapa,Chamapa-San Mateo Nopala,autos,10.0
Chamapa,Chamapa-Cipreses,autos,5.0
Cipreses,Cipreses-Lecheria,autos,38.0
Cipreses,Cipreses-Ent. San Miguel,autos,33.0
Cipreses,Cipreses-Lago de Guadalupe,autos,32.0
Cipreses,Cipreses-Atizapan,autos,25.0
Cipreses,Cipreses-Madin,autos,16.0
Cipreses,Cipreses-San Mateo Nopala,autos,5.0
San Mateo Nopala,San Mateo Nopala-Lecheria,autos,37.0
San Mateo Nopala,San Mateo Nopala-Ent. San Miguel,autos,31.0
San Mateo Nopala,Sn Mateo Nopala-Lago de Guadalupe,autos,27.0
San Mateo Nopala,San Mateo Nopala-Atizapan,autos,21.0
San Mateo Nopala,San Mateo Nopala-Madin,autos,15.0
Madin,Madin-Lecheria,autos,21.0
Madin,Madin-Ent. San Miguel,autos,16.0
Madin,Madin-Lago de Guadalupe,autos,16.0
Madin,Madin-Atizapan,autos,6.0
Atizapan,Atizapan-Lecheria,autos,15.0
Atizapan,Atizapan-Ent. San Miguel,autos,10.0
Atizapan,Atizapan-Lago de Guadalupe,autos,6.0
Lago de Guadalupe,Lago de Guadalupe-Ent. San Miguel,autos,2.0
Lago de Guadalupe,Lago de Guadalupe-Lecheria,autos,6.0
Ent.San Miguel,Ent.San Miguel-Lecheria,autos,5.0
Lomas Verdes,Lomas Verdes-LecherÃ­a,autos,38.0
Lomas Verdes,Lomas Verdes-Ent.San Miguel,autos,31.0
Lomas Verdes,Lomas Verdes-Lago de Guadalupe,autos,27.0
Lomas Verdes,Lomas Verdes-AtizapÃ¡n,autos,21.0
Lomas Verdes,Lomas Verdes-Madin,autos,11.0
Lomas Verdes,Lomas Verdes-San Mateo Nopala,autos,15.0
Lomas Verdes,Lomas Verdes-Cipreses,autos,21.0
Lomas Verdes,Lomas Verdes-Chamapa,autos,26.0
El Zacatal,Zacatal-Ciudad del Carmen,autos,70.0
Tlalpan,Mexico - Cuernavaca,autos,74.0
Alpuyeca,Cuernavaca-Alpuyeca,autos,44.0
Paso Morelos,Pte de Ixtla-Chilpancingo,autos,135.0
Paso Morelos,Pte de Ixtla-Paso Morelos,autos,53.0
Paso Morelos,Paso Morelos-Chilpancingo,autos,82.0
Palo Blanco,Chilpancingo-Tierra Colorada,autos,124.0
La Venta,Tierra Colorada-Acapulco,autos,109.0
Xochitepec,Cuernavaca-Xochitepec,autos,21.0
Aeropuerto,Cuernavaca-Aeropuerto,autos,11.0
Aeropuerto,Aeropuerto-Cuernavaca,autos,11.0
Emiliano Zapata,Cuernavaca-Central de Abastos,autos,7.0
Tampico,Ent Cd Valles-Ent Altamira,autos,26.0
Tampico,Ent Cd Valles-Loma Real,autos,13.0
Tampico,Loma Real-Ent Altamira,autos,14.0
Cuitlahuac,Cordoba-La Tinaja,autos,96.0
